,Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,Track_Length,Track_Word_Length,Track_Transformed,Track_Language
613,lowdown,Boz Scaggs,5:17,4,0.691,0.551,11,-12.15,0,0.0503,0.0747,0.104,0.034,0.938,116.519,62,1976,7,1,lowdown,ENGLISH
614,golden years,David Bowie,4:03,4,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,62,1976,12,2,golden years,ENGLISH
615,right back where we started from,Maxine Nightingale,3:12,4,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00656,0.455,0.901,148.017,62,1976,32,6,right back where  started from,ENGLISH
616,still the one,Orleans,3:54,4,0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93e-06,0.16,0.591,143.928,62,1976,13,3,still  one,ENGLISH
617,fooled around and fell in love,Elvin Bishop,4:36,3,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,61,1976,30,6,fooled around  fell  love,ENGLISH
618,afternoon delight,Starland Vocal Band,3:13,4,0.486,0.443,5,-11.728,1,0.0301,0.492,0.0,0.101,0.785,147.206,61,1976,17,2,afternoon delight,ENGLISH
619,kiss and say goodbye,The Manhattans,4:26,4,0.645,0.42,10,-10.09,1,0.0624,0.555,0.0,0.125,0.583,129.084,61,1976,20,4,kiss  say goodbye,ENGLISH
620,disco lady,Johnnie Taylor,3:43,4,0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,60,1976,10,2,disco lady,ENGLISH
621,convoy,C. W. McCall,3:50,4,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,59,1976,6,1,convoy,FRENCH
622,magic man,Heart,5:28,4,0.435,0.444,0,-12.816,1,0.0336,0.159,0.000697,0.457,0.734,103.817,59,1976,9,2,magic man,ENGLISH
623,love so right,Bee Gees,3:35,4,0.575,0.405,4,-13.346,1,0.0279,0.345,6.73e-05,0.645,0.558,80.983,58,1976,13,3,love so right,ENGLISH
624,"baby, i love your way (live)",Peter Frampton,4:41,4,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,58,1976,28,6,"baby,  love  way live",ENGLISH
625,i love music,The O’Jays,2:12,4,0.516,0.321,3,-12.192,1,0.0755,0.678,0.00412,0.243,0.748,180.041,58,1976,12,3, love music,ENGLISH
626,dream weaver,Gary Wright,4:16,4,0.266,0.389,4,-13.682,1,0.0305,0.244,1.42e-06,0.0688,0.148,140.243,57,1976,12,2,dream weaver,ENGLISH
627,love rollercoaster,Ohio Players,4:50,4,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,57,1976,18,2,love rollercoaster,ENGLISH
628,got to get you into my life,The Beatles,2:29,4,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,57,1976,27,7,got  get you into  life,ENGLISH
629,fanny (be tender with my love),Bee Gees,4:03,4,0.438,0.526,4,-9.913,1,0.0273,0.215,0.0154,0.122,0.543,95.218,56,1976,30,6,fanny  tender   love,ENGLISH
630,sing a song,"Earth, Wind & Fire",3:23,4,0.774,0.698,9,-7.5,1,0.0481,0.157,0.00027,0.0684,0.969,122.325,56,1976,11,3,sing  song,ENGLISH
631,theme from s.w.a.t.,Rhythm Heritage,2:06,4,0.631,0.888,5,-8.491,1,0.0375,0.171,0.0433,0.146,0.925,147.824,56,1976,19,3,theme from s.w..t.,ENGLISH
632,fox on the run,Sweet,3:27,4,0.511,0.644,4,-12.191,1,0.0352,0.173,6.17e-05,0.0928,0.828,128.067,56,1976,14,4,fox   run,ENGLISH
633,wake up everybody,Harold Melvin & the Blue Notes,7:32,4,0.565,0.644,6,-8.116,1,0.0696,0.426,0.0,0.264,0.633,97.716,55,1976,17,3,wake up everybody,ENGLISH
634,let ‘em in,Wings,5:11,4,0.761,0.482,10,-11.849,1,0.0572,0.491,0.31,0.0864,0.626,88.054,55,1976,10,3,let ‘em ,GERMAN
635,baby face,Wing and a Prayer Fife and Drum Corps,2:03,4,0.74,0.566,1,-8.389,0,0.32,0.0034,0.0,0.589,0.342,156.197,54,1976,9,2,baby face,ENGLISH
636,a little bit more,Dr. Hook,2:54,4,0.298,0.419,7,-13.139,1,0.0351,0.586,1.81e-06,0.306,0.467,185.773,53,1976,17,4, little bit more,ENGLISH
637,"(shake, shake, shake) shake your booty",KC and the Sunshine Band,3:06,4,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,53,1976,38,6,"shake, shake, shake shake  booty",ENGLISH
638,misty blue,Dorothy Moore,3:42,3,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,52,1976,10,2,misty blue,ENGLISH
639,welcome back,John Sebastian,4:22,4,0.764,0.744,1,-2.34,1,0.181,0.0109,0.000122,0.318,0.511,88.426,52,1976,12,2,welcome back,ENGLISH
640,breaking up is hard to do,Neil Sedaka,2:19,4,0.743,0.799,8,-5.466,0,0.0375,0.699,0.0,0.0635,0.965,116.112,52,1976,25,6,breaking up  hard  do,ENGLISH
641,i write the songs,Barry Manilow,3:55,4,0.267,0.417,5,-8.79,1,0.0283,0.824,0.000961,0.087,0.331,142.595,51,1976,17,4, write  songs,ENGLISH
642,love is alive,Gary Wright,3:50,4,0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,51,1976,13,3,love  alive,ENGLISH
643,happy days,Pratt and McClain,1:16,4,0.212,0.554,0,-8.352,1,0.0473,0.00325,0.859,0.324,0.625,137.787,51,1976,10,2,happy days,ENGLISH
644,money honey,Bay City Rollers,2:50,4,0.775,0.754,1,-3.226,1,0.0469,0.0129,0.000301,0.0775,0.84,119.006,50,1976,11,2,money honey,ENGLISH
645,love to love you baby,Donna Summer,16:48,4,0.622,0.425,10,-16.256,1,0.052,0.292,5.73e-05,0.0498,0.417,96.168,50,1976,21,5,love  love you baby,ENGLISH
646,a fifth of beethoven,Walter Murphy & The Big Apple Band,3:02,4,0.687,0.506,0,-13.311,0,0.0407,0.315,0.692,0.0611,0.783,108.759,50,1976,20,4, fifth  beethoven,ENGLISH
647,love hangover,Diana Ross,7:48,4,0.508,0.669,1,-10.342,1,0.0377,0.241,0.0148,0.0523,0.875,112.437,49,1976,13,2,love hangover,ENGLISH
648,get closer,Seals and Crofts (featuring Carolyn Willis),4:31,4,0.755,0.416,7,-14.941,1,0.031,0.18,1.81e-06,0.123,0.83,113.997,49,1976,10,2,get closer,ENGLISH
649,walk away from love,David Ruffin,4:10,4,0.703,0.376,11,-5.968,1,0.0703,0.182,2.88e-05,0.195,0.494,165.438,48,1976,19,4,walk away from love,ENGLISH
650,"fly, robin, fly",Silver Convention,3:50,4,0.826,0.406,0,-14.153,0,0.0317,0.00719,0.731,0.0725,0.939,100.278,48,1976,15,3,"fly, robin, fly",ENGLISH
651,boogie fever,The Sylvers,2:16,4,0.872,0.839,3,-11.649,1,0.0755,0.577,0.0286,0.0375,0.963,116.032,48,1976,12,2,boogie fever,GERMAN
652,shop around,Captain & Tennille,2:50,4,0.552,0.7,7,-4.533,1,0.0295,0.809,0.0,0.805,0.901,132.005,47,1976,11,2,shop around,ENGLISH
653,devil woman,Cliff Richard,2:50,4,0.697,0.266,4,-12.459,1,0.0613,0.911,0.0,0.141,0.501,145.839,47,1976,11,2,devil woman,ENGLISH
654,only sixteen,Dr. Hook,2:47,4,0.628,0.189,5,-16.61,1,0.0321,0.889,6.47e-06,0.115,0.609,100.342,47,1976,12,2,only sixteen,ENGLISH
655,times of your life,Paul Anka,3:15,4,0.391,0.441,7,-9.876,1,0.0267,0.573,0.0,0.0665,0.513,76.524,47,1976,18,4,times   life,ENGLISH
656,moonlight feels right,Starbuck,3:41,4,0.67,0.778,7,-8.11,1,0.0274,0.468,7.52e-05,0.115,0.853,120.391,47,1976,21,3,moonlight feels right,ENGLISH
657,just to be close to you,Commodores,6:21,3,0.46,0.315,0,-13.23,1,0.0503,0.466,0.0,0.0533,0.327,99.402,43,1976,23,6,just   close  you,ENGLISH
658,shannon,Henry Gross,3:53,4,0.558,0.36,5,-11.771,1,0.0232,0.23,0.00248,0.18,0.509,87.838,43,1976,7,1,shannon,FRENCH
659,if you know what i mean,Neil Diamond,3:43,4,0.387,0.336,2,-14.031,1,0.0287,0.718,6.32e-06,0.185,0.416,76.037,43,1976,23,6, you know   mean,ENGLISH
660,this masquerade,George Benson,8:03,4,0.625,0.373,5,-12.549,0,0.0383,0.5,0.000524,0.132,0.43,88.543,42,1976,15,2, masquerade,ENGLISH
661,turn the beat around,Vicki Sue Robinson,3:53,4,0.735,0.804,6,-6.476,0,0.0347,0.0145,0.0,0.0716,0.539,130.018,42,1976,20,4,turn  beat around,ENGLISH
662,muskrat love,Captain & Tennille,3:48,4,0.659,0.257,9,-16.552,1,0.0382,0.89,0.00014,0.252,0.222,102.977,41,1976,12,2,muskrat love,ENGLISH
663,tryin’ to get the feeling again,Barry Manilow,3:51,4,0.274,0.553,3,-9.345,1,0.0505,0.612,0.000171,0.182,0.252,136.488,39,1976,31,6,tryin’  get  feeling again,ENGLISH
664,country boy (you got your feet in l.a.),Glen Campbell,3:07,4,0.643,0.735,10,-8.621,1,0.0255,0.379,0.0,0.0605,0.885,114.212,39,1976,39,8,country boy you got  feet  l..,ENGLISH
665,get up and boogie,Silver Convention,2:52,4,0.797,0.552,7,-14.86,1,0.0303,0.117,0.00132,0.0806,0.967,104.988,39,1976,17,4,get up  boogie,ENGLISH
666,that’ll be the day,Linda Ronstadt,2:38,4,0.56,0.14,1,-20.439,1,0.0325,0.862,0.968,0.0927,0.0589,74.483,32,1976,18,4,   day,ENGLISH
667,deep purple,Donny & Marie Osmond,2:40,3,0.507,0.32,5,-12.472,1,0.0305,0.881,2.59e-05,0.153,0.575,130.565,30,1976,11,2,deep purple,ENGLISH
668,disco duck,Rick Dees & His Cast of Idiots,3:18,4,0.81,0.448,4,-15.137,1,0.0693,0.132,0.000926,0.063,0.968,117.04,30,1976,10,2,disco duck,ENGLISH
669,lonely night (angel face),Captain & Tennille,3:18,4,0.593,0.698,0,-9.163,1,0.191,0.508,2.23e-05,0.0796,0.647,122.139,25,1976,25,4,lonely night angel face,ENGLISH
670,don’t go breaking my heart,Elton John & Kiki Dee,4:11,4,0.481,0.995,5,-5.174,1,0.0417,0.0247,0.000209,0.962,0.452,139.224,23,1976,26,5, go breaking  heart,ENGLISH
671,you’ll never find another love like mine,Lou Rawls,3:52,4,0.564,0.657,7,-9.318,1,0.109,0.653,0.0,0.122,0.516,129.849,21,1976,40,7,you’ll never find another love like mine,ENGLISH
672,that’s the way (i like it),KC and the Sunshine Band,3:03,4,0.685,0.919,5,-9.046,0,0.0395,0.161,0.125,0.35,0.904,108.685,20,1976,26,6,  way  like ,ENGLISH
673,i’d really love to see you tonight,England Dan & John Ford Coley,2:39,4,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.591,119.17,19,1976,34,7, really love  see you tonight,ENGLISH
674,i’ll be good to you,The Brothers Johnson,4:12,4,0.599,0.232,8,-8.156,1,0.0394,0.827,0.0,0.134,0.44,131.023,18,1976,19,5,  good  you,ENGLISH
675,nadia’s theme (the young and the restless),"Barry DeVorzon and Perry Botkin, Jr.",3:09,4,0.279,0.243,7,-12.56,0,0.0298,0.913,0.959,0.0939,0.0393,139.649,15,1976,42,7,nadia’s theme  young   restless,ENGLISH
677,let’s do it again,The Staple Singers,2:52,4,0.607,0.883,9,-4.588,1,0.0308,0.0116,0.0,0.0832,0.962,127.534,11,1976,17,4,let’s do  again,ENGLISH
678,theme from mahogany (do you know where you’re going to),Diana Ross,2:31,4,0.519,0.782,11,-8.044,1,0.0282,0.419,0.0104,0.177,0.746,137.062,4,1976,55,10,theme from mahogany do you know where  going ,ENGLISH
679,rock and roll music,The Beach Boys,1:55,4,0.556,0.265,9,-14.293,1,0.077,0.138,0.102,0.122,0.757,171.979,3,1976,19,4,rock  roll music,ENGLISH
680,the wreck of the edmund fitzgerald (#2*),Gordon Lightfoot,6:48,4,0.353,0.176,4,-17.426,1,0.036,0.852,0.0,0.126,0.287,112.732,0,1976,40,7, wreck   edmund fitzgerald #2*,ENGLISH
681,dreams,Fleetwood Mac,4:17,4,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,86,1977,6,1,dreams,ENGLISH
682,dancing queen,ABBA,3:50,4,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,85,1977,13,2,dancing queen,ENGLISH
683,rich girl,Daryl Hall & John Oates,2:22,4,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,84,1977,9,2,rich girl,GERMAN
684,how deep is your love,Bee Gees,3:32,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,83,1977,21,5, deep   love,ENGLISH
685,hotel california,Eagles,6:31,4,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,83,1977,16,2,hotel california,ENGLISH
686,easy,Commodores,3:44,4,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,81,1977,4,1,easy,ENGLISH
687,more than a feeling,Boston,4:45,4,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,80,1977,19,4,more than  feeling,ENGLISH
688,go your own way,Fleetwood Mac,3:43,4,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,80,1977,15,4,go  own way,ENGLISH
689,lonely boy,Andrew Gold,3:13,4,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,79,1977,10,2,lonely boy,ENGLISH
690,i feel love,Donna Summer,2:32,4,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,76,1977,11,3, feel love,ENGLISH
691,carry on wayward son,Kansas,5:23,4,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,76,1977,20,4,carry  wayward son,ENGLISH
692,you and me,Alice Cooper,3:15,3,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,75,1977,10,3,you  ,ENGLISH
693,float on,The Floaters,3:28,4,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,75,1977,8,2,float ,ENGLISH
694,walk this way,Aerosmith,3:40,4,0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,74,1977,13,3,walk  way,ENGLISH
695,barracuda,Heart,4:21,4,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,74,1977,9,1,barracuda,SPANISH
696,night moves,Bob Seger & The Silver Bullet Band,5:24,4,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,73,1977,11,2,night moves,ENGLISH
697,life in the fast lane,Eagles,4:46,4,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,71,1977,21,5,life   fast lane,ENGLISH
698,don’t stop,Fleetwood Mac,4:27,4,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,71,1977,10,2, stop,ENGLISH
699,southern nights,Glen Campbell,3:00,4,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,71,1977,15,2,southern nights,ENGLISH
700,margaritaville,Jimmy Buffett,4:10,4,0.801,0.545,2,-13.637,1,0.0357,0.709,0.00176,0.104,0.862,124.941,71,1977,14,1,margaritaville,SPANISH
701,best of my love,The Emotions,3:40,4,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,71,1977,15,4,best   love,ENGLISH
702,on and on,Stephen Bishop,7:26,3,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,70,1977,9,3,  ,ENGLISH
703,sir duke,Stevie Wonder,3:52,4,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,70,1977,8,2,sir duke,ENGLISH
704,so into you,Atlanta Rhythm Section,4:21,4,0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374,69,1977,11,3,so into you,ENGLISH
705,new kid in town,Eagles,5:04,4,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,69,1977,15,4,new kid  town,ENGLISH
706,livin’ thing,Electric Light Orchestra,3:32,4,0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,69,1977,12,2,livin’ thing,ENGLISH
707,i wish,Stevie Wonder,4:10,4,0.445,0.492,6,-5.717,1,0.0294,0.036,0.0,0.122,0.24,148.013,69,1977,6,2, wish,ENGLISH
708,cold as ice,Foreigner,3:20,4,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,68,1977,11,3,cold as ice,ENGLISH
709,jeans on,Lord David Dundas,2:34,4,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,67,1977,8,2,jeans ,ENGLISH
710,somebody to love,Queen,4:56,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,67,1977,16,3,somebody  love,ENGLISH
711,do you wanna make love,Peter McCann,5:10,4,0.626,0.746,7,-8.832,1,0.0282,0.16,0.0,0.0618,0.8,102.896,66,1977,22,5,do you wanna make love,ENGLISH
712,i just want to be your everything,Andy Gibb,3:45,4,0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-05,0.192,0.868,97.017,65,1977,33,7, just want    everything,ENGLISH
713,brick house,Commodores,3:28,4,0.832,0.782,4,-10.48,0,0.0597,0.0743,0.0179,0.032,0.63,107.878,65,1977,11,2,brick house,ENGLISH
714,sorry seems to be the hardest word,Elton John,3:48,4,0.371,0.22,7,-12.797,0,0.0324,0.828,1.23e-06,0.195,0.112,118.464,65,1977,34,7,sorry seems    hardest word,ENGLISH
715,fly like an eagle,Steve Miller Band,4:42,4,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,65,1977,17,4,fly like  eagle,ENGLISH
716,jet airliner,Steve Miller Band,3:35,4,0.574,0.664,5,-11.5,1,0.0346,0.0737,0.0,0.22,0.936,122.956,65,1977,12,2,jet airliner,GERMAN
717,the rubberband man,The Spinners,3:33,4,0.801,0.446,10,-14.604,1,0.0745,0.74,0.038,0.0832,0.924,97.894,65,1977,18,3, rubberband man,ENGLISH
718,the things we do for love,10cc,3:27,4,0.637,0.528,1,-9.837,1,0.0394,0.163,0.0,0.122,0.781,106.949,64,1977,25,6, things  do  love,ENGLISH
719,gonna fly now,Bill Conti,2:47,4,0.434,0.722,0,-6.388,1,0.0351,0.462,0.773,0.05,0.453,95.637,64,1977,13,3, fly now,ENGLISH
720,stand tall,Burton Cummings,3:11,4,0.709,0.75,9,-6.519,0,0.095,0.311,0.0,0.344,0.824,158.088,64,1977,10,2,stand tall,ENGLISH
721,you make me feel like dancing,Leo Sayer,3:39,4,0.728,0.718,8,-5.281,0,0.0501,0.0848,0.0,0.0579,0.733,95.922,64,1977,29,6,you make  feel like dancing,ENGLISH
722,got to give it up,Marvin Gaye,4:15,4,0.854,0.847,2,-9.019,1,0.042,0.232,0.000569,0.345,0.89,122.644,64,1977,17,5,got  give  up,ENGLISH
723,blinded by the light,Manfred Mann,7:08,4,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,64,1977,20,4,blinded by  light,ENGLISH
724,telephone line,Electric Light Orchestra,4:40,4,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27e-05,0.0847,0.205,70.856,62,1977,14,2,telephone line,ENGLISH
725,maybe i’m amazed,Paul McCartney & Wings,3:49,4,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,62,1977,16,3,maybe  amazed,ENGLISH
726,enjoy yourself,The Jacksons,3:17,4,0.764,0.676,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,62,1977,14,2,enjoy yourself,ENGLISH
727,lido shuffle,Boz Scaggs,3:43,4,0.592,0.612,10,-9.811,1,0.0325,0.0124,4.28e-05,0.153,0.645,141.433,60,1977,12,2,lido shuffle,ENGLISH
728,lost without your love,Bread,2:56,4,0.266,0.345,10,-11.484,1,0.0309,0.376,1.9e-05,0.103,0.199,145.98,59,1977,22,4,lost without  love,ENGLISH
729,lucille,Kenny Rogers,3:40,3,0.646,0.362,5,-11.954,1,0.0312,0.724,0.0,0.134,0.387,142.46,59,1977,7,1,lucille,FRENCH
730,strawberry letter 23,The Brothers Johnson,4:59,4,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,59,1977,20,3,strawberry letter 23,ENGLISH
731,i’m in you,Peter Frampton,1:36,4,0.485,0.0088,5,-30.0,1,0.0507,0.996,0.94,0.114,0.189,85.778,58,1977,10,3,  you,ENGLISH
732,evergreen (love theme from a star is born),Barbra Streisand,3:04,4,0.35,0.303,9,-10.943,1,0.0316,0.932,0.0257,0.0907,0.187,114.709,57,1977,42,8,evergreen love theme from  star  born,ENGLISH
733,just a song before i go,"Crosby, Stills & Nash",2:13,4,0.671,0.233,11,-18.003,0,0.0378,0.875,0.00016,0.12,0.486,108.065,57,1977,23,6,just  song before  go,ENGLISH
734,boogie nights,Heatwave,5:03,4,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23e-05,0.132,0.673,118.805,57,1977,13,2,boogie nights,ENGLISH
735,angel in your arms,Hot,2:30,4,0.694,0.828,11,-4.653,0,0.0336,0.0399,0.0,0.0796,0.407,126.002,57,1977,18,4,angel   arms,ENGLISH
736,handy man,James Taylor,3:16,4,0.804,0.233,2,-14.17,1,0.0312,0.64,0.106,0.0854,0.583,90.639,56,1977,9,2,handy man,ENGLISH
737,heard it in a love song,The Marshall Tucker Band,4:57,4,0.555,0.797,2,-7.484,1,0.0389,0.168,0.00268,0.12,0.683,152.87,56,1977,23,6,heard    love song,ENGLISH
738,year of the cat,Al Stewart,6:40,4,0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.546,116.461,55,1977,15,4,year   cat,ENGLISH
739,you light up my life,Debby Boone,3:36,3,0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,55,1977,20,5,you light up  life,ENGLISH
740,when i need you,Leo Sayer,4:13,3,0.597,0.342,8,-8.167,1,0.0299,0.389,3.04e-05,0.114,0.11,109.609,55,1977,15,4,  need you,ENGLISH
741,torn between two lovers,Mary MacGregor,3:51,4,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,55,1977,23,4,torn between two lovers,ENGLISH
742,da doo ron ron,Shaun Cassidy,2:20,4,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,54,1977,14,4,da doo ron ron,ENGLISH
743,don’t leave me this way,Thelma Houston,3:37,4,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,54,1977,23,5, leave   way,ENGLISH
744,boogie child,Bee Gees,3:36,4,0.722,0.758,7,-8.147,1,0.0954,0.0953,0.196,0.21,0.637,88.01,53,1977,12,2,boogie child,ENGLISH
745,"baby, what a big surprise",Chicago,3:03,4,0.42,0.451,5,-4.351,1,0.0289,0.053,2.32e-06,0.137,0.396,74.353,52,1977,25,5,"baby,   big surprise",ENGLISH
746,i’m your boogie man,KC and the Sunshine Band,4:02,4,0.753,0.753,5,-13.023,0,0.0436,0.0144,4.43e-05,0.0711,0.913,113.068,52,1977,19,4,  boogie man,ENGLISH
747,whatcha gonna do?,Pablo Cruise,2:35,4,0.735,0.709,2,-7.632,1,0.0988,0.349,0.0,0.0944,0.909,127.241,52,1977,17,3,whatcha  do?,ENGLISH
748,i wanna get next to you,Rose Royce,3:58,4,0.62,0.179,0,-19.981,1,0.0314,0.835,0.03,0.0928,0.675,130.864,52,1977,23,6, wanna get next  you,ENGLISH
749,nobody does it better,Carly Simon,4:34,4,0.736,0.561,0,-8.16,1,0.05,0.446,0.0,0.128,0.122,92.06,51,1977,21,4,nobody does  better,ENGLISH
750,smoke from a distant fire,Sanford-Townsend Band,3:33,4,0.592,0.625,9,-9.343,1,0.0464,0.15,0.000313,0.0804,0.747,136.997,51,1977,25,5,smoke from  distant fire,ENGLISH
751,car wash,Rose Royce,5:07,4,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,50,1977,8,2,car wash,ENGLISH
752,dazz,Brick,3:22,4,0.722,0.778,4,-7.931,1,0.0611,0.0697,7.46e-06,0.0414,0.839,109.076,49,1977,4,1,dazz,ENGLISH
753,just remember i love you,Firefall,3:16,4,0.688,0.294,0,-13.985,1,0.0309,0.357,0.000244,0.0999,0.709,121.76,49,1977,24,5,just remember  love you,ENGLISH
754,feels like the first time,Foreigner,3:52,4,0.498,0.802,7,-4.537,1,0.0544,0.0136,1.44e-06,0.128,0.505,107.704,49,1977,25,5,feels like  first time,ENGLISH
755,weekend in new england,Barry Manilow,3:46,3,0.245,0.397,0,-6.997,1,0.0272,0.568,1.83e-05,0.171,0.244,80.427,48,1977,22,4,weekend  new england,ENGLISH
756,keep it comin’ love,KC and the Sunshine Band,4:31,4,0.773,0.721,3,-12.574,1,0.0294,0.232,1.61e-05,0.0349,0.971,110.383,48,1977,19,4,keep  comin’ love,ENGLISH
757,trying to love two,William Bell,2:27,4,0.6,0.409,5,-15.963,1,0.0399,0.0409,0.0,0.56,0.702,87.353,48,1977,18,4,trying  love two,ENGLISH
758,i never cry,Alice Cooper,3:44,4,0.553,0.284,0,-15.602,1,0.0317,0.45,3.48e-06,0.114,0.374,136.112,47,1977,11,3, never cry,ENGLISH
759,looks like we made it,Barry Manilow,3:33,4,0.297,0.481,0,-7.681,1,0.0278,0.574,0.00352,0.094,0.456,139.896,47,1977,21,5,looks like  made ,ENGLISH
760,(your love has lifted me) higher and higher,Rita Coolidge,4:01,4,0.656,0.646,10,-9.169,0,0.0336,0.0575,0.00464,0.16,0.75,117.586,44,1977,43,8, love has lifted  higher  higher,ENGLISH
761,my heart belongs to me,Barbra Streisand,3:21,4,0.274,0.209,0,-15.723,0,0.0328,0.743,6.84e-06,0.183,0.297,139.316,43,1977,22,5, heart belongs  ,ENGLISH
763,right time of the night,Jennifer Warnes,2:53,4,0.563,0.478,10,-10.149,1,0.024,0.551,0.0,0.159,0.749,93.684,41,1977,23,5,right time   night,ENGLISH
764,after the lovin’,Engelbert Humperdinck,3:53,3,0.33,0.532,0,-8.48,1,0.0333,0.523,6.51e-06,0.173,0.358,117.936,40,1977,16,3,after  lovin’,ENGLISH
765,you don’t have to be a star (to be in my show),Marilyn McCoo & Billy Davis Jr.,4:39,4,0.475,0.556,6,-8.388,0,0.0321,0.312,0.0,0.216,0.917,200.033,40,1977,46,12,you  have    star     show,ENGLISH
767,undercover angel,Alan O’Day,3:31,4,0.673,0.662,5,-7.021,1,0.04,0.226,0.0,0.121,0.725,98.564,33,1977,16,2,undercover angel,ENGLISH
768,it’s ecstasy when you lay down next to me,Barry White,3:28,4,0.859,0.383,0,-10.954,1,0.0391,0.0302,0.0195,0.0395,0.749,102.572,33,1977,41,9, ecstasy  you lay down next  ,ENGLISH
769,i like dreamin’,Kenny Nolan,3:32,4,0.379,0.61,6,-7.681,1,0.0307,0.0749,0.0,0.0927,0.371,135.11,32,1977,15,3, like dreamin’,ENGLISH
